bowler_id,runs,wicket_count,balls_bowled,maiden,dots,Fours,Sixes,wides,noballs,matches,economy_rate,average_wickets,dots_per_over,noballs_per_over,fours_per_over,sixes_per_over,bowl_performance_score
9311154.0,135,6,90,0,34.0,18,3,7,0,4,3.333333333333333,3.75,3.7777777777777777,0.0,2.0000000000000004,0.4444444444444445,6.1406377759607516
7968225.0,1787,74,1560,2,590.0,125,54,37,1,67,2.5455840455840453,2.7611940298507465,3.782051282051282,0.023076923076923078,0.8012820512820514,0.46153846153846156,6.135107999846043
7453697.0,1022,45,863,1,312.0,63,37,18,1,38,2.6316467104416117,2.9605263157894735,3.615295480880649,0.04171494785631518,0.7300115874855156,0.5716492854383932,6.134601931201043
3009880.0,336,12,286,0,131.0,36,8,9,1,12,2.6107226107226102,2.5,4.580419580419581,0.1258741258741259,1.258741258741259,0.372960372960373,6.13151770551607
2656541.0,1855,85,1523,1,529.0,126,72,18,1,68,2.7066462391478803,3.125,3.473407747866054,0.023637557452396582,0.8273145108338805,0.6303348653972424,6.129646590920682
6493346.0,371,17,264,0,105.0,36,15,8,3,12,3.122895622895623,3.541666666666667,3.977272727272727,0.40909090909090906,1.3636363636363635,0.7575757575757576,6.126142867761837
5120674.0,260,9,261,3,127.0,22,7,2,1,12,2.2137079608343972,1.875,4.865900383141763,0.13793103448275862,0.8429118773946361,0.35759897828863346,6.124965930771327
2157770.0,1651,82,1262,6,529.0,159,55,43,6,67,2.9072019721782,3.0597014925373136,4.19175911251981,0.1711568938193344,1.2599049128367672,0.5810882197569995,6.124553670298627
8395141.0,458,22,338,2,151.0,39,20,32,1,18,3.0111768573307036,3.055555555555556,4.4674556213017755,0.10650887573964497,1.153846153846154,0.7889546351084813,6.124405502039315
7811033.0,139,8,95,1,42.0,13,6,4,0,6,3.251461988304094,3.333333333333333,4.421052631578947,0.0,1.3684210526315792,0.8421052631578948,6.122778327667082
6460642.0,226,10,150,0,62.0,27,7,14,0,7,3.3481481481481477,3.5714285714285716,4.133333333333334,0.0,1.8000000000000003,0.6222222222222223,6.122298796869524
8329159.0,105,5,102,0,45.0,11,1,1,0,6,2.2875816993464047,2.0833333333333335,4.411764705882353,0.0,1.0784313725490198,0.13071895424836602,6.120436727430138
1829491.0,710,32,552,1,192.0,60,21,15,4,24,2.85829307568438,3.333333333333333,3.4782608695652173,0.2608695652173913,1.0869565217391306,0.5072463768115942,6.119840733762309
8688868.0,224,9,234,0,97.0,15,6,0,0,11,2.1272554605887937,2.0454545454545454,4.145299145299146,0.0,0.641025641025641,0.3418803418803419,6.116784550962801
212029.0,478,22,411,1,147.0,20,23,6,0,19,2.584482292511489,2.8947368421052633,3.576642335766424,0.0,0.4866180048661801,0.7461476074614762,6.1162131624338105
305143.0,1576,68,1098,4,464.0,150,63,68,13,49,3.1896377251568504,3.4693877551020407,4.225865209471768,0.4262295081967213,1.3661202185792352,0.7650273224043717,6.115839389654498
2765412.0,334,15,217,0,87.0,37,14,7,0,10,3.420378904249872,3.75,4.009216589861752,0.0,1.7050691244239633,0.8602150537634409,6.113809435888934
2789086.0,17,2,24,0,8.0,0,0,0,0,3,1.574074074074074,1.6666666666666665,3.3333333333333335,0.0,0.0,0.0,6.112019623875715
8193310.0,736,41,540,1,167.0,46,32,18,1,28,3.0288065843621395,3.6607142857142856,3.0925925925925926,0.06666666666666667,0.8518518518518519,0.7901234567901235,6.108210359641267
2659502.0,503,21,408,1,166.0,54,14,5,3,18,2.7396514161220042,2.916666666666667,4.068627450980393,0.2647058823529411,1.323529411764706,0.4575163398692811,6.107931316434996
8227085.0,153,7,126,0,49.0,13,7,0,0,6,2.6984126984126977,2.916666666666667,3.8888888888888893,0.0,1.0317460317460319,0.7407407407407407,6.105205778141183
8465057.0,534,21,423,4,200.0,80,4,20,3,20,2.805358550039401,2.625,4.728132387706856,0.2553191489361702,1.8912529550827422,0.1260835303388495,6.1041184623324805
2181157.0,630,24,445,0,203.0,54,27,28,3,19,3.146067415730337,3.1578947368421053,4.561797752808989,0.24269662921348317,1.2134831460674158,0.8089887640449439,6.10347938898299
4159658.0,212,10,163,0,74.0,21,5,15,1,9,2.8902522154055896,2.7777777777777777,4.5398773006134965,0.22085889570552147,1.2883435582822087,0.40899795501022496,6.10033157929059
8175789.0,79,3,66,1,31.0,5,5,0,0,3,2.6599326599326596,2.5,4.696969696969697,0.0,0.7575757575757577,1.0101010101010102,6.097153051364008
8298338.0,64,4,53,1,24.0,6,2,1,0,4,2.683438155136268,2.5,4.528301886792454,0.0,1.1320754716981134,0.5031446540880503,6.096592048627717
3214812.0,1727,82,1196,2,464.0,171,62,64,8,58,3.208844295800817,3.5344827586206895,3.8795986622073584,0.2408026755852843,1.4297658862876255,0.6911928651059086,6.093130238453325
1499868.0,14,1,12,0,5.0,2,0,0,0,1,2.5925925925925926,2.5,4.166666666666667,0.0,1.6666666666666667,0.0,6.091578086672118
4377694.0,905,35,744,3,326.0,81,25,26,6,33,2.70310633213859,2.6515151515151514,4.381720430107527,0.29032258064516125,1.0887096774193548,0.44802867383512546,6.091020590202929
3011735.0,1968,89,1532,4,551.0,121,97,42,0,70,2.854656222802437,3.1785714285714284,3.596605744125327,0.0,0.7898172323759792,0.8442123585726719,6.0899067756109355
3776849.0,770,38,551,2,225.0,80,25,25,3,29,3.105464811453922,3.275862068965517,4.083484573502723,0.19600725952813064,1.4519056261343015,0.6049606775559588,6.087252345768416
2733380.0,1686,81,1176,4,429.0,128,78,53,14,55,3.1859410430839,3.6818181818181817,3.647959183673469,0.42857142857142855,1.0884353741496597,0.8843537414965986,6.08621170909455
7620283.0,61,3,54,0,21.0,5,1,1,0,3,2.510288065843621,2.5,3.8888888888888893,0.0,0.925925925925926,0.24691358024691357,6.084764240937585
8067002.0,213,11,186,0,76.0,15,7,4,0,11,2.5448028673835124,2.5,4.086021505376344,0.0,0.8064516129032259,0.5017921146953406,6.08432463798697
6005866.0,846,41,598,1,228.0,75,32,29,8,29,3.1438127090301,3.5344827586206895,3.812709030100335,0.4816053511705686,1.254180602006689,0.7134894091415831,6.081275514202142
3030733.0,1176,59,922,1,316.0,77,46,18,3,46,2.8344179320318146,3.2065217391304346,3.4273318872017353,0.11713665943600868,0.8351409978308026,0.6652205350686913,6.079581913787494
4772494.0,179,8,162,0,74.0,15,5,11,1,9,2.455418381344307,2.2222222222222223,4.567901234567901,0.2222222222222222,0.925925925925926,0.411522633744856,6.0793131643499585
3079677.0,475,20,350,1,140.0,44,17,17,0,16,3.0158730158730154,3.125,4.000000000000001,0.0,1.2571428571428573,0.6476190476190476,6.078670716037847
6521234.0,372,18,283,0,105.0,30,13,6,2,14,2.9210836277974086,3.2142857142857144,3.710247349823322,0.254416961130742,1.060070671378092,0.6124852767962309,6.078206989292803
3535853.0,989,40,916,0,348.0,48,36,17,0,41,2.3993207180980103,2.4390243902439024,3.799126637554585,0.0,0.5240174672489083,0.5240174672489083,6.075813130777853
9266102.0,115,5,102,0,50.0,11,4,2,0,6,2.5054466230936816,2.0833333333333335,4.901960784313725,0.0,1.0784313725490198,0.5228758169934641,6.074743879563272
1657466.0,433,17,344,5,154.0,50,9,10,2,16,2.797157622739018,2.65625,4.4767441860465125,0.20930232558139533,1.4534883720930234,0.3488372093023256,6.072241818631273
4874092.0,226,12,150,0,38.0,17,9,6,1,7,3.3481481481481477,4.285714285714286,2.5333333333333337,0.24,1.1333333333333333,0.8,6.072024296227076
3788581.0,679,39,490,1,166.0,51,20,35,3,28,3.0793650793650786,3.4821428571428568,3.3877551020408165,0.2204081632653061,1.0408163265306123,0.54421768707483,6.071862432626362
4690230.0,1795,74,1287,1,590.0,146,93,72,11,60,3.0993697660364328,3.0833333333333335,4.584304584304585,0.3076923076923077,1.1344211344211346,0.9634809634809635,6.069659422071523
3668538.0,106,4,90,0,41.0,9,4,4,1,4,2.6172839506172836,2.5,4.555555555555556,0.4,1.0000000000000002,0.5925925925925926,6.069501226492232
8355808.0,196,9,192,1,74.0,10,7,0,0,10,2.2685185185185186,2.25,3.854166666666667,0.0,0.5208333333333334,0.48611111111111116,6.06807031888798
3913475.0,1816,85,1402,0,464.0,107,79,35,2,65,2.8784276430496116,3.269230769230769,3.309557774607703,0.05135520684736092,0.7631954350927247,0.7513076557299098,6.064143403810017
7541162.0,147,6,121,0,54.0,17,4,1,0,6,2.699724517906336,2.5,4.462809917355372,0.0,1.4049586776859506,0.44077134986225897,6.0640411398606595
1881193.0,431,21,378,0,140.0,28,15,5,0,20,2.533803644914756,2.625,3.703703703703704,0.0,0.7407407407407407,0.5291005291005291,6.0607859933289205
2970652.0,426,19,372,1,153.0,27,21,4,0,19,2.5448028673835124,2.5,4.112903225806452,0.0,0.7258064516129034,0.7526881720430108,6.059267269801914
5557418.0,239,10,241,1,96.0,7,10,6,0,12,2.203780544029507,2.0833333333333335,3.983402489626556,0.0,0.29045643153526973,0.5532503457814661,6.0586680599708895
2625895.0,429,18,325,2,153.0,45,15,24,0,17,2.933333333333333,2.6470588235294117,4.707692307692308,0.0,1.3846153846153848,0.6153846153846154,6.055686077185764
3497171.0,354,15,282,1,132.0,32,12,17,1,15,2.7895981087470445,2.5,4.680851063829787,0.1276595744680851,1.1347517730496455,0.5673758865248226,6.054957290235034
2420788.0,281,14,252,1,112.0,22,9,9,0,16,2.4779541446208113,2.1875,4.444444444444445,0.0,0.8730158730158729,0.47619047619047616,6.053858583498812
8142231.0,16,2,14,0,5.0,1,0,2,0,2,2.5396825396825395,2.5,3.5714285714285716,0.0,0.7142857142857143,0.0,6.053615231865436
5231218.0,880,45,669,0,224.0,57,36,13,3,34,2.9231024746719814,3.3088235294117645,3.3482810164424515,0.16143497757847536,0.8520179372197308,0.7174887892376683,6.052687940819512
8180500.0,795,36,702,4,286.0,57,31,11,0,37,2.5166191832858495,2.4324324324324325,4.0740740740740735,0.0,0.8119658119658121,0.5887939221272555,6.051086938249653
3462080.0,179,9,138,0,60.0,8,12,8,0,8,2.8824476650563606,2.8125,4.347826086956522,0.0,0.5797101449275363,1.1594202898550725,6.0509172028867
8083060.0,27,1,24,0,9.0,1,1,0,0,1,2.5,2.5,3.75,0.0,0.4166666666666667,0.5555555555555556,6.050695012264922
1924460.0,162,6,150,1,69.0,10,8,1,1,7,2.4,2.142857142857143,4.6000000000000005,0.24,0.6666666666666667,0.7111111111111111,6.048195304286882
4141563.0,141,5,118,1,50.0,17,3,1,0,5,2.655367231638418,2.5,4.237288135593221,0.0,1.440677966101695,0.33898305084745767,6.046190944745486
4731628.0,363,14,301,1,145.0,31,19,0,0,15,2.679955703211517,2.3333333333333335,4.817275747508306,0.0,1.0299003322259135,0.8416389811738649,6.046036243320847
2288789.0,691,38,533,0,193.0,51,27,27,0,31,2.880967271211173,3.064516129032258,3.621013133208255,0.0,0.9568480300187617,0.675422138836773,6.045868864674821
2316327.0,1953,78,1560,3,646.0,182,56,79,5,72,2.782051282051282,2.708333333333333,4.141025641025641,0.11538461538461539,1.1666666666666667,0.4786324786324786,6.0436190955406
3013415.0,111,5,90,0,27.0,10,2,4,0,4,2.740740740740741,3.125,3.0,0.0,1.1111111111111112,0.2962962962962963,6.04183701281003
1929619.0,716,33,481,0,178.0,71,28,12,1,23,3.307923307923308,3.5869565217391304,3.7006237006237015,0.07484407484407485,1.4760914760914763,0.7761607761607763,6.0415512907602915
3872756.0,699,30,597,2,237.0,45,33,11,0,29,2.601898380792853,2.586206896551724,3.969849246231156,0.0,0.7537688442211055,0.7370184254606366,6.040787720710865
5061748.0,24,1,24,0,7.0,2,0,0,0,1,2.2222222222222223,2.5,2.916666666666667,0.0,0.8333333333333334,0.0,6.040474243663123
7947337.0,24,1,24,0,7.0,2,0,0,0,1,2.2222222222222223,2.5,2.916666666666667,0.0,0.8333333333333334,0.0,6.040474243663123
3715697.0,1471,56,1296,1,564.0,104,64,22,4,60,2.522290809327846,2.3333333333333335,4.351851851851852,0.1111111111111111,0.8024691358024691,0.6584362139917695,6.040247115471972
7881845.0,2195,93,1578,1,644.0,220,72,96,9,74,3.0911139276158286,3.141891891891892,4.081115335868188,0.20532319391634982,1.394169835234474,0.6083650190114069,6.03628951585886
7417024.0,51,2,42,0,19.0,4,3,0,0,2,2.6984126984126977,2.5,4.523809523809525,0.0,0.9523809523809523,0.9523809523809523,6.036093914262352
8146998.0,916,48,699,0,235.0,91,20,9,0,38,2.912096646002225,3.1578947368421053,3.3619456366237483,0.0,1.301859799713877,0.38149737720553173,6.034030565061899
351448.0,61,3,42,0,12.0,4,2,4,0,2,3.227513227513227,3.75,2.857142857142857,0.0,0.9523809523809523,0.6349206349206349,6.033173694661839
1874081.0,785,31,713,4,295.0,47,32,16,1,34,2.4466261492909456,2.2794117647058822,4.137447405329594,0.05049088359046283,0.6591865357643759,0.5984104721832633,6.030814390437442
2998575.0,11,1,12,0,6.0,1,0,0,0,2,2.0370370370370368,1.25,5.0,0.0,0.8333333333333334,0.0,6.030253475061325
4239780.0,256,14,176,2,66.0,19,10,18,2,10,3.232323232323232,3.5,3.75,0.40909090909090906,1.0795454545454546,0.7575757575757576,6.030160558983127
360086.0,1925,89,1402,0,448.0,138,63,121,4,65,3.051196703122523,3.4230769230769234,3.195435092724679,0.10271041369472184,0.9843081312410842,0.5991440798858773,6.029158833323658
130437.0,1511,74,1229,1,458.0,106,61,26,0,66,2.7321218696320404,2.8030303030303028,3.726606997558991,0.0,0.8624898291293736,0.6617846487659345,6.028396665557217
7877232.0,235,10,189,0,85.0,24,6,9,1,10,2.7630805408583186,2.5,4.497354497354497,0.19047619047619047,1.2698412698412698,0.42328042328042326,6.0281768744565145
6718438.0,198,11,143,0,58.0,22,6,7,0,9,3.076923076923076,3.055555555555556,4.055944055944056,0.0,1.5384615384615385,0.5594405594405595,6.0256791450577225
8426291.0,681,27,498,0,198.0,76,17,32,2,22,3.0388219544846047,3.0681818181818183,3.9759036144578315,0.14457831325301204,1.5261044176706828,0.45515394912985274,6.025386015928726
9266193.0,44,3,32,0,8.0,2,2,2,0,2,3.0555555555555554,3.75,2.5,0.0,0.625,0.8333333333333334,6.025143090760425
4001934.0,457,21,420,0,155.0,25,12,12,1,22,2.4179894179894177,2.3863636363636367,3.6904761904761907,0.08571428571428572,0.5952380952380952,0.380952380952381,6.02353166048996
3759846.0,596,26,444,1,168.0,58,23,6,0,21,2.982982982982983,3.0952380952380953,3.7837837837837838,0.0,1.3063063063063063,0.6906906906906907,6.02236098965453
9785936.0,23,1,24,0,6.0,1,0,0,0,1,2.1296296296296293,2.5,2.5,0.0,0.4166666666666667,0.0,6.020032706459526
1963443.0,376,15,388,1,159.0,22,11,7,0,20,2.1534936998854524,1.875,4.0979381443298974,0.0,0.5670103092783506,0.3780068728522337,6.019611231465637
8228443.0,57,2,60,0,27.0,4,2,1,0,3,2.1111111111111107,1.6666666666666665,4.500000000000001,0.0,0.6666666666666667,0.4444444444444445,6.017988552739166
5554142.0,2291,102,1625,2,603.0,229,63,61,12,77,3.132991452991453,3.311688311688312,3.710769230769231,0.26584615384615384,1.4092307692307693,0.5169230769230769,6.014451974844452
6819238.0,873,31,729,2,308.0,91,19,26,1,32,2.6611796982167353,2.421875,4.224965706447188,0.04938271604938271,1.2482853223593966,0.3475080018289895,6.012044313551309
3156033.0,1386,56,1076,4,488.0,141,45,41,10,53,2.8624535315985127,2.641509433962264,4.535315985130112,0.33457249070631967,1.3104089219330857,0.5576208178438663,6.011196978535196
4688998.0,379,14,294,2,126.0,36,13,11,1,13,2.8647014361300074,2.692307692307692,4.285714285714286,0.12244897959183673,1.2244897959183674,0.5895691609977325,6.010370309517604
2154669.0,277,12,216,0,74.0,22,8,8,0,10,2.8497942386831276,3.0,3.4259259259259265,0.0,1.0185185185185184,0.49382716049382713,6.010266194240028
8484468.0,15,1,12,0,5.0,2,0,0,0,1,2.7777777777777777,2.5,4.166666666666667,0.0,1.6666666666666667,0.0,6.009811937857727
7921346.0,257,10,228,0,81.0,23,4,5,0,10,2.5048732943469787,2.5,3.552631578947369,0.0,1.0087719298245614,0.23391812865497075,6.00873606747859
3125849.0,350,13,240,0,96.0,38,12,2,0,10,3.2407407407407405,3.25,4.000000000000001,0.0,1.5833333333333333,0.6666666666666667,6.007767784137367
6060844.0,525,29,334,1,121.0,56,20,11,2,19,3.4930139720558877,3.8157894736842106,3.622754491017964,0.21556886227544914,1.6766467065868262,0.7984031936127745,6.004929934424734
8117150.0,61,4,48,0,13.0,2,3,2,0,3,2.824074074074074,3.333333333333333,2.7083333333333335,0.0,0.4166666666666667,0.8333333333333334,6.004701553556827
7783901.0,670,34,433,0,166.0,60,31,13,10,22,3.4385424685655632,3.8636363636363633,3.8337182448036953,0.8314087759815242,1.3856812933025404,0.9545804464973058,6.004468726894367
1711492.0,2131,92,1699,6,603.0,125,97,17,1,79,2.7872604800209273,2.911392405063291,3.549146556798117,0.02118893466745144,0.7357268981753973,0.7612320973121444,6.004292398418851
4888232.0,242,8,198,2,94.0,25,7,10,0,9,2.7160493827160495,2.2222222222222223,4.747474747474748,0.0,1.2626262626262628,0.47138047138047134,6.002998092123194
5459572.0,24,1,18,0,9.0,3,1,1,0,1,2.962962962962963,2.5,5.0,0.0,1.6666666666666667,0.7407407407407407,6.002998092123194
8453773.0,24,1,18,0,9.0,3,1,1,0,1,2.962962962962963,2.5,5.0,0.0,1.6666666666666667,0.7407407407407407,6.002998092123194
5017144.0,439,25,381,0,145.0,28,18,14,0,25,2.5605132691746864,2.5,3.8057742782152233,0.0,0.7349081364829396,0.6299212598425197,6.001925045550827
6676564.0,69,3,60,0,22.0,7,1,2,0,3,2.5555555555555554,2.5,3.6666666666666665,0.0,1.1666666666666667,0.22222222222222224,6.001635322976288
370397.0,704,29,478,1,193.0,57,36,33,0,22,3.2728963272896325,3.2954545454545454,4.037656903765691,0.0,1.192468619246862,1.0041841004184102,6.001041282108142
230775.0,748,29,618,3,237.0,50,35,4,1,27,2.689679971233369,2.6851851851851856,3.8349514563106797,0.05825242718446602,0.8090614886731392,0.7551240560949299,6.0006430153450445
8174466.0,181,8,120,0,52.0,15,9,6,1,6,3.351851851851852,3.333333333333333,4.333333333333334,0.30000000000000004,1.25,1.0,6.000408830744071
392391.0,7,1,5,0,3.0,0,1,0,0,1,3.1111111111111103,2.5,6.0,0.0,0.0,2.666666666666667,5.997547015535568
3769555.0,850,31,666,1,312.0,85,31,14,5,31,2.8361695028361695,2.5,4.684684684684685,0.2702702702702703,1.2762762762762765,0.6206206206206206,5.996000088395836
6732004.0,1362,56,953,0,385.0,137,49,51,5,44,3.175935641832808,3.1818181818181817,4.0398740818468,0.18887722980062957,1.4375655823714588,0.6855543896467295,5.995228111019445
2943457.0,79,4,90,0,39.0,3,2,0,0,7,1.950617283950617,1.4285714285714284,4.333333333333334,0.0,0.33333333333333337,0.2962962962962963,5.993264026788148
9806957.0,15,0,18,1,13.0,3,0,1,0,1,1.8518518518518516,0.0,7.222222222222222,0.0,1.6666666666666667,0.0,5.989370400654129
6586824.0,1161,41,924,3,447.0,125,40,39,5,44,2.792207792207792,2.3295454545454546,4.837662337662338,0.1948051948051948,1.352813852813853,0.5772005772005772,5.985786494780771
6729862.0,99,5,96,0,43.0,7,3,5,0,7,2.2916666666666665,1.7857142857142858,4.479166666666667,0.0,0.7291666666666667,0.4166666666666667,5.9857201261534865
8131255.0,2864,118,2036,4,776.0,266,109,65,4,93,3.1259550316524773,3.172043010752688,3.8113948919449903,0.07072691552062868,1.306483300589391,0.7138179436804191,5.985415010490619
2538983.0,1370,58,967,4,389.0,133,55,21,5,46,3.14833965299322,3.1521739130434785,4.022750775594623,0.18614270941054809,1.375387797311272,0.7583591864874182,5.984806187095698
8106706.0,214,9,149,0,62.0,20,11,1,1,7,3.1916480238627885,3.2142857142857144,4.1610738255033555,0.24161073825503354,1.342281879194631,0.9843400447427294,5.9846588517147765
7629579.0,130,4,108,0,54.0,15,3,3,0,5,2.674897119341564,2.0,5.0,0.0,1.388888888888889,0.37037037037037035,5.984373580448805
3513362.0,316,12,241,1,117.0,33,12,14,2,12,2.9137851544490547,2.5,4.854771784232365,0.29875518672199175,1.3692946058091289,0.6639004149377593,5.9818723430242615
3312350.0,647,29,449,1,176.0,62,23,15,5,22,3.2021776787923777,3.2954545454545454,3.9198218262806237,0.400890868596882,1.3808463251670378,0.6829992576095025,5.980658224947797
2330873.0,27,1,23,0,9.0,0,2,0,0,1,2.608695652173913,2.5,3.91304347826087,0.0,0.0,1.1594202898550725,5.980482775782999
9104003.0,27,1,30,0,16.0,1,0,3,1,2,2.0,1.25,5.333333333333334,1.2000000000000002,0.33333333333333337,0.0,5.980376124284546
6706062.0,212,9,150,0,61.0,11,15,4,1,7,3.140740740740741,3.2142857142857144,4.066666666666666,0.24,0.7333333333333334,1.3333333333333335,5.979978974418876
2436776.0,845,35,644,0,263.0,80,22,36,7,31,2.9158040027605243,2.8225806451612905,4.083850931677019,0.3913043478260869,1.2422360248447204,0.4554865424430642,5.979620225645737
8482788.0,232,10,183,0,80.0,24,8,2,0,10,2.8172434729811777,2.5,4.371584699453551,0.0,1.3114754098360657,0.5828779599271403,5.977976756966878
7353828.0,624,28,445,1,187.0,70,16,20,1,24,3.1161048689138573,2.916666666666667,4.202247191011236,0.08089887640449439,1.5730337078651686,0.4794007490636704,5.976682866776301
4170494.0,591,22,500,0,214.0,49,22,17,0,24,2.6266666666666665,2.2916666666666665,4.28,0.0,0.9800000000000002,0.5866666666666667,5.97375306623058
6930286.0,990,43,699,1,288.0,95,41,28,3,35,3.1473533619456364,3.0714285714285716,4.120171673819743,0.15450643776824036,1.3590844062947067,0.7820696232713401,5.9734633503666945
3519011.0,1617,63,1373,1,512.0,106,54,38,0,63,2.6171400825443065,2.5,3.729060451565915,0.0,0.7720320466132556,0.5243991260014568,5.972784914532637
8088583.0,59,3,48,0,21.0,5,1,3,1,3,2.7314814814814814,2.5,4.375,0.75,1.0416666666666667,0.2777777777777778,5.970973017170891
1506077.0,428,18,348,0,150.0,47,10,8,0,19,2.7330779054916983,2.3684210526315788,4.310344827586207,0.0,1.3505747126436782,0.38314176245210735,5.970041832808259
8773085.0,17,1,12,0,6.0,3,0,1,0,1,3.148148148148148,2.5,5.0,0.0,2.5,0.0,5.9689288634505315
8118914.0,364,14,306,0,120.0,20,19,4,0,14,2.6434277414669567,2.5,3.9215686274509807,0.0,0.6535947712418302,0.8278867102396514,5.967726420085614
3150538.0,339,17,241,0,93.0,23,18,12,3,13,3.1258644536652835,3.269230769230769,3.8589211618257266,0.4481327800829875,0.954356846473029,0.995850622406639,5.967716594822242
2850868.0,845,42,549,0,191.0,70,39,19,5,28,3.4203602509613438,3.75,3.4790528233151186,0.3278688524590164,1.2750455373406195,0.9471766848816029,5.967365030003261
1707628.0,667,34,532,1,159.0,60,15,8,0,28,2.786131996658312,3.0357142857142856,2.9887218045112784,0.0,1.1278195488721805,0.37593984962406013,5.966930818460706
8145815.0,165,7,120,0,50.0,17,5,12,1,6,3.0555555555555554,2.916666666666667,4.166666666666667,0.30000000000000004,1.4166666666666667,0.5555555555555556,5.963614063777596
5141226.0,155,6,114,0,44.0,10,9,2,0,5,3.021442495126706,3.0,3.859649122807018,0.0,0.8771929824561403,1.0526315789473684,5.9583853337349915
217762.0,131,8,102,0,26.0,5,6,0,0,6,2.854030501089325,3.333333333333333,2.549019607843137,0.0,0.4901960784313726,0.7843137254901961,5.958106873166273
4098065.0,50,1,57,0,31.0,4,1,1,0,3,1.9493177387914227,0.8333333333333333,5.438596491228071,0.0,0.7017543859649122,0.23391812865497075,5.957094289280027
8354849.0,340,14,318,0,117.0,17,11,3,0,16,2.375960866526904,2.1875,3.6792452830188678,0.0,0.5345911949685536,0.46121593291404617,5.957068914978633
4497674.0,23,1,25,0,12.0,3,0,0,0,2,2.0444444444444443,1.25,4.8,0.0,1.2,0.0,5.9558462796402285
2464349.0,202,9,163,1,66.0,20,6,6,0,9,2.7539195637355145,2.5,4.049079754601228,0.0,1.2269938650306749,0.49079754601227,5.95450692002468
6259434.0,99,4,90,0,38.0,9,2,2,0,5,2.4444444444444446,2.0,4.222222222222222,0.0,1.0000000000000002,0.2962962962962963,5.953938402834559
1905847.0,1499,68,1032,3,370.0,144,56,28,2,51,3.2278208440999134,3.333333333333333,3.585271317829458,0.06976744186046512,1.3953488372093024,0.723514211886305,5.953906710528818
6399210.0,1636,67,1281,1,439.0,96,71,35,0,58,2.838060542978576,2.8879310344827585,3.427010148321624,0.0,0.7494145199063232,0.7390059849076243,5.949921849046733
4497688.0,3,0,6,0,3.0,0,0,0,0,1,1.1111111111111112,0.0,5.0,0.0,0.0,0.0,5.9484873262469335
6799456.0,239,11,168,0,68.0,28,7,6,1,9,3.1613756613756614,3.055555555555556,4.047619047619048,0.21428571428571427,1.6666666666666667,0.5555555555555556,5.946151150566522
6460614.0,2370,97,1816,3,637.0,169,98,38,0,83,2.90014684287812,2.921686746987952,3.5077092511013217,0.0,0.9306167400881057,0.7195301027900147,5.9447605240445895
1585464.0,601,23,458,0,176.0,59,16,20,0,21,2.9160601649684614,2.738095238095238,3.8427947598253276,0.0,1.2882096069868996,0.4657933042212518,5.941677731195954
9410876.0,95,4,60,0,26.0,14,3,1,0,3,3.518518518518518,3.333333333333333,4.333333333333334,0.0,2.3333333333333335,0.6666666666666667,5.940310711365495
8277716.0,1174,41,955,0,390.0,88,31,76,3,43,2.7318208260616634,2.3837209302325584,4.0837696335078535,0.11308900523560209,0.9214659685863874,0.4328097731239093,5.934955143108681
8982252.0,33,2,18,0,4.0,2,2,1,0,1,4.0740740740740735,5.0,2.2222222222222223,0.0,1.1111111111111112,1.4814814814814814,5.934859634777868
3083674.0,104,4,72,0,24.0,8,4,4,0,3,3.209876543209876,3.333333333333333,3.3333333333333335,0.0,1.1111111111111112,0.7407407407407407,5.934859634777868
55299.0,1249,57,873,2,292.0,113,41,29,2,43,3.179330533282423,3.3139534883720927,3.3447880870561284,0.08247422680412371,1.2943871706758308,0.6261932035127912,5.933552082122409
4433547.0,85,3,78,0,41.0,6,4,2,0,5,2.4216524216524213,1.5,5.256410256410257,0.0,0.7692307692307693,0.6837606837606838,5.9315051261085605
2790675.0,1414,66,958,2,366.0,133,61,22,11,49,3.279981442820691,3.36734693877551,3.8204592901878915,0.4133611691022965,1.3883089770354906,0.8489909533750871,5.929296963358307
9009524.0,42,2,24,0,5.0,1,4,0,0,1,3.888888888888889,5.0,2.0833333333333335,0.0,0.4166666666666667,2.2222222222222223,5.928045789043336
8118039.0,95,3,84,0,40.0,7,5,1,0,4,2.513227513227513,1.875,4.761904761904762,0.0,0.8333333333333334,0.7936507936507936,5.926585679243079
6718382.0,422,18,384,0,146.0,32,11,9,0,21,2.4421296296296293,2.142857142857143,3.8020833333333335,0.0,0.8333333333333334,0.3819444444444445,5.92494305571779
4950266.0,77,5,60,0,18.0,6,1,5,1,4,2.851851851851852,3.125,3.0,0.6000000000000001,1.0000000000000002,0.22222222222222224,5.923548650858544
8106713.0,1179,45,828,1,353.0,123,44,36,8,38,3.164251207729469,2.9605263157894735,4.26328502415459,0.34782608695652173,1.4855072463768115,0.7085346215780998,5.921696594573995
4099318.0,89,3,66,0,32.0,6,4,5,1,3,2.996632996632996,2.5,4.848484848484849,0.5454545454545454,0.9090909090909091,0.8080808080808082,5.920240838474689
3463942.0,8,0,13,0,7.0,0,0,1,0,1,1.3675213675213675,0.0,5.384615384615385,0.0,0.0,0.0,5.920183659349644
1495731.0,777,30,666,1,240.0,48,28,17,0,31,2.5925925925925926,2.4193548387096775,3.603603603603604,0.0,0.7207207207207208,0.5605605605605607,5.918772543017525
1684276.0,1061,40,891,3,320.0,61,43,15,0,40,2.6462152388078315,2.5,3.591470258136925,0.0,0.6846240179573513,0.6434717545828658,5.918478874325153
